nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT00711269,completed,,0,phase 3,['schizophrenia'],"[""['F20.0', 'F20.1', 'F20.2', 'F20.3', 'F20.5', 'F20.89', 'F20.9']""]","['sm-13496 (lurasidone hcl)', 'sm-13496 (lurasidone hcl)', 'placebo', 'risperidone']","['[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O', '[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12']","[-0.06120784581762181, -0.10983820647992115, 0.03221191686620066, 0.0606013585612996, 0.05495772882791925, -0.1034632595302393, 0.003074162102508004, -0.1143856746622107, 0.03999884186907747, 0.2269249273456281, 0.3611731119584058, -0.020356943840591484, -0.008161479450018, 0.031069700965465196, 0.19963157834167652, 0.06367871809421108, 0.11958000612904315, 0.0171033116709039, 0.12500232463678113, -0.017657111583575552, 0.016876850185361163, 0.01881152684478255, 0.009140344314450197, 0.07950862446256549, 0.024822863015029614, 0.033831012054731664, -0.011739834530922524, -0.04784205148807336, -0.009078434130968533, 0.03010769395824587, -0.005285642448744583, -0.0034855938888326984, -0.0009378429737999468, -0.061305736833811665, -0.00753292835849214, -0.015355758569196479, 0.02191337217157847, 0.009210355289549346, -0.022792224662844363, -0.004796986973260211, 0.00388340884654846, 0.028099872067506814, 0.001061634290013282, 0.015676974047041527, 0.006179727632352077, 0.03277679017092079, 0.022189507069602182, 0.02786479992564388, -0.011351015489013475, -0.01397971771236623]"
NCT00712062,withdrawn,"
    lack of accrual
  ",0,phase 2,['primary central nervous system lymphoma'],"[""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']""]",['pemetrexed'],['[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]'],"[0.1320160735457283, 0.03972533585031688, -0.012870261428614105, 0.006516577117014454, -0.015401785976787662, 0.015657700265746716, -0.10457639870085764, -0.009629426299795251, 0.0213523031749625, 0.044491842500945115, 0.017770046041579775, -0.043211071790541414, 0.025719658709621333, 0.08335333058508698, -0.05172602403254557, -0.007987990433582202, -0.008666934978452775, 0.0015340144278664538, -0.0183140661586659, -0.05529289463043927, 0.020744899094705196, -0.02836349280884453, 0.023287017711566865, -0.0018428464964088571, -0.04202675304751254, 0.015950018550793997, -0.027181269902340342, 0.024422904237054996, -0.007421410362526052, 0.0040826022317880465, 0.03733224992524494, 0.00391743944300274, 0.04309341043604603, -0.058764909875989355, -0.004452409138683505, 0.014696578277846681, -0.027223167922140468, 0.018672203192198582, -0.07274756165953983, -0.023249552239137244, -0.03067804503227837, 0.005488923769095111, -0.04180685682660259, 0.0011254549100929803, 0.018646736539717414, -0.0004394019596193455, 0.046033503976861526, 0.00758734163164179, -0.05465917655417126, -0.016878958331342436]"
NCT00712790,completed,,1,phase 1/phase 2,['hepatocellular carcinoma'],"[""['C22.0', 'C4A.9', 'C7B.1', 'C4A.0', 'C4A.31', 'C4A.51', 'C4A.8']""]",['sorafenib'],['CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1'],"[0.2194831793343755, 0.07924897184564075, 0.06955330146867314, 0.01945595633781521, 0.032733922481165946, 0.03340403807078869, -0.07471837853653043, 0.02371254488087609, -0.00977459361950622, 0.03145702393296348, -0.030453239588604086, 0.03525969850092466, 0.018697506370006618, 0.1307130483299322, -0.06099157336869646, -0.026847748569305663, 0.049580724360185124, -0.018437396586617007, 0.1249923518911307, -0.05656765495873587, 0.12839572598856036, -0.04814381835224637, -0.02580869197067646, 0.014697141978396217, -9.97206394057263e-05, 0.06691711703132512, 0.014292717340798403, -0.009605865942893328, 0.003981857567524722, 0.020548115210615493, -0.017039037561759725, 0.03135760732485064, 0.026102322220703706, 0.07302206019611969, -0.012219557340832276, 0.028579004839969568, 0.03373155616991701, -0.07954555025881238, 0.017866621583670556, 0.04417649350649771, -0.02735098966359677, 0.03427036028379531, 0.017718018044377747, -0.03759134926853413, -0.006089659341921098, 0.02126089884187986, 0.017298435426774884, -0.0904790903905877, 0.004281217112149048, -0.046071636118807394]"
NCT00713544,completed,,0,phase 2,['rheumatoid arthritis'],"[""['M06.9', 'M05.9', 'M06.08', 'M06.00', 'M06.011', 'M06.012', 'M06.019']""]","['azd5672', 'etanercept', 'placebo', 'azd5672', 'azd5672', 'azd5672']","['CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=CC(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O', '[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=CC(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O', 'CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=CC(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O', 'CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=CC(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O']","[-0.07060239767125888, -0.07863270576028837, -0.04443305320642137, -0.022571513258235944, -0.06675130672731822, -0.0033222697865525576, 0.030150451268276163, -0.013024888847915242, -0.005575201723918626, -0.05030838159661501, 0.032852527293473835, -0.010753966922130364, 0.004311651444985219, -0.0863490155686361, -0.10273472381531519, 0.06151917399768533, 0.05123456827628279, -0.07731134200470802, -0.01647897157671101, 0.009033029390572359, 0.019407655461056696, -0.023812400421732917, 0.05781871275563262, -0.04240072452835865, 0.07344268053871081, 0.1383148650570455, -0.0482144347874026, 0.01200888867962159, -0.11121202661492335, -0.13300403802751687, -0.07012413530487449, 0.0305160624883014, 0.019335727645732406, -0.019499858636365098, -0.024737168189660617, -0.09160942998791984, -0.1410961758431206, -0.04700630979326205, 0.0020147201829058643, 0.0664765736423237, 0.0017374509431684025, 0.08451852874920333, -0.000991037626204945, 0.01650553171653736, -0.10684984061581808, -0.10766589686835423, 0.09011583802124797, 0.10513533255835546, -0.03604310999430893, -0.0498335115432164]"
NCT00715403,completed,,1,phase 1,['neoplasms'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]",['bibf 1120'],['COC(=O)C1=CC=C2C(NC(=O)\\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1'],"[0.17753857856953498, -0.000198847648772877, 0.048918998167754635, -0.013010286668164856, 0.019883476264102303, 0.009442226148718919, -0.040222134005487756, 0.01790565530188477, 0.007362521555724147, -0.01623367760887847, -0.01090248178967238, -0.009838510863256347, -0.04052509471739659, 0.0928956396321881, -0.04442282225192369, 0.024656743195164733, 0.005937846765477866, 0.004552283112735809, -0.03679728075840252, 0.014216593723617823, -0.10429968591557304, -0.0005367621209196223, 0.07331417887934223, -0.09976100686583467, -0.006776664473557672, 0.019056808577964886, -0.023608713488414684, -0.0022486513351672364, -0.03878812661047836, 0.019399509043944305, 0.005310937392793652, -0.08043779038452271, 0.013493155325970691, 0.018905009017074207, 0.013153141738073332, -0.006637501599210673, 0.03362903733090206, -0.025482320220831634, 0.006094261190651769, -0.024511323493663233, 0.026820365196741414, 0.043209614776367936, 0.0030648532213517756, 0.019469610266750082, 0.0016957914896688713, 0.02335055819160784, 0.008540223156077484, 0.015596804512514804, -0.07915652276318133, -0.002818171396221522]"
NCT00715455,completed,,1,phase 2,['coronary artery disease'],"[""['I25.10', 'I25.110', 'I25.119', 'I25.111', 'I25.118']""]","['reg1', 'reg1', 'unfractionated heparin']","['COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCOP(O)(O)=O', 'COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCOP(O)(O)=O', 'O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O']","[-0.09737515943042604, 0.035521530492551495, -0.006258588685092395, 0.03323342715056386, -0.01604274084516869, 0.04696867561159903, -0.027052313542388073, -0.04446829776777571, 0.07140797791368311, 0.11099410388322631, -0.03604988971490987, -0.023565914874226483, 0.011911675403205204, -0.03642248365628279, -0.01219923983112092, 0.03130496586211245, -0.003788080919225463, -0.04629959785925318, -0.059079318730464084, -0.008484290302639957, -0.008350984831500268, -0.005319960634164474, -0.01635923367031041, -0.015844458313742347, -0.055043521321226994, -0.028727824199937392, 0.0020816017441025827, -0.0616132073798792, -0.029115535262766133, 0.026945028188562654, -0.004907041043177379, 0.00526455239309098, -0.006924052964979022, 0.013311850054103232, -0.029430141510458984, 0.043792029730100025, 0.07463443790493392, -0.033959335875980934, -0.006466030137691055, -0.0015877665190669617, -0.011755621873509477, 0.015211902208249134, 0.03893144365492718, 0.021247959804543907, 0.01090286177689825, -0.008374187822924007, 0.009083894770085362, -0.00844361667073459, -0.045023350135234244, -0.022607371475698346]"
NCT00716456,completed,,0,phase 1/phase 2,['lung adenocarcinoma'],"[""['D02.20', 'D02.21', 'D02.22']""]",['erlotinib with cetuximab'],['COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2'],"[0.16830839992769048, 0.13449685255602167, 0.068086851365749, 0.06325359501672964, -0.024408838425643082, -0.016793847495710862, -0.025209670776162752, -0.005991451565904846, 0.00884220082989797, 0.07427732541026492, 0.018572668459656366, 0.002871465630508727, 0.02040310263815568, 0.04642055171667491, -0.04289206388052408, -0.034141789041517184, -0.027957312340767926, -0.012610225996360618, 0.04129963693304974, -0.009784864016856498, 0.07556407976715243, -0.019519727476052105, -0.04264905598107364, 0.036873357476207055, -0.03475952558991062, 0.03199502138392189, -0.02386059679180899, -0.041725772125507786, 0.0023677010137127114, -0.006237925135162753, 0.012805625048032534, 0.046656546189539225, 0.025260338914826687, 0.04022837472248854, 0.016824462072912223, 0.022231851050003304, -0.004453558727211365, -0.02519567048633835, -0.003692929299209073, 0.03112444060864497, -0.032221354032668834, -0.013910163448489226, -0.023324813227560873, -0.03087128942567277, -0.028049444764034648, 0.004019203968741389, -0.009043040207889357, 0.04817996540467197, -0.004591194385449762, 0.011576837489386455]"
NCT00717457,completed,,1,phase 3,['diabetes mellitus type 2'],"[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['exenatide', 'taspoglutide', 'taspoglutide']","['N[C@@H](CCCNC(N)=N)C(O)=O', 'CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NC(C)(C)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O', 'CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NC(C)(C)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O']","[-0.14995497074608272, -0.07895060006672411, -0.015157187902479757, -0.2635416160738234, -0.035004893758605306, 0.0009869231624350036, 0.047878070242086734, 0.15011847255456037, 0.051387448045825734, -0.08742370587561168, 0.11682730247189008, 0.17310818479599566, -0.06481105949339112, -0.018154397487645753, -0.03331406241615189, -0.1365533974543191, -0.031140873064323588, -0.027222728778960502, 0.03191751522483162, 0.04428980232212041, 0.036506374591257, -0.03157604084873126, 0.011059520739601411, 0.05363451525397885, -0.03359355871118473, -0.09198890231751575, -0.061848022281960305, -0.046789437184324545, 0.007438647644474311, 0.01804207789988835, -0.013033077394619291, 0.038551790835498714, -0.009079720360091933, -0.04140418579515788, -0.02175314433259013, -0.05302379775666684, -0.012673246539454069, -0.009834930086116063, -0.04653437015566011, -0.007444360644822972, -0.07457080309582313, 0.016007060768033144, -0.0022429141391512933, -0.0011529988292948933, -0.01890170276379014, -0.06999500585200999, -0.021596176711761186, 0.007890893538500346, -0.00965762626653122, -0.027420591171246407]"
NCT00717990,terminated,"
    poor accrual
  ",0,phase 2,['metastatic colorectal cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['capecitabine', 'bevacizumab', 'irinotecan']","['[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1', '[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1', 'CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O']","[0.18160451738763855, -0.06541023747191682, -0.04571548780327177, 0.018768058885859033, -0.021758235907978308, 0.024806044474577613, -0.035988040549940356, 0.07238243481402748, 0.0382675602523616, 0.03431446246374539, -0.01885739959840676, -0.07991392985249683, -0.045051057111771015, 0.09651460804123499, -0.033904858837072574, -0.026294272861812917, 0.020268574713725895, 0.05264699701675857, -0.034092384583655294, -0.026901145112392683, 0.01615131017751777, -0.06191998662633784, 0.0811433900125094, -0.011808427707711096, -0.047565597106980495, -0.015995596541933593, 0.023728815192521346, -0.05348069008470766, 0.06481907789100867, -0.03636465716644445, 0.029157543029267464, -0.014806303039673608, 0.0413991239550641, -0.02318196230332565, -0.04860187579483557, 0.004727983853334928, -0.04239994430548871, 0.025981424032947127, -0.058962475764447166, -0.001307502120042421, -0.002710210553108448, 0.06455704490259828, -0.05678760960633178, -0.050507986317259924, 0.011501092712474736, 0.026656457863399104, 0.06294022587259189, -0.0029754256654714608, 0.0027466120830103814, -0.02228968501265476]"
NCT00718640,terminated,"
    study stopped due to lagging enrolment.
  ",0,phase 2,['multiple myeloma'],"[""['C90.01', 'C90.02', 'C90.00']""]","['dexamethasone', 'bortezomib']","['C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F', 'ClCCN(CCCl)P1(=O)NCCCO1']","[0.03276509552493426, 0.04439383862237091, -0.06594358417282353, -0.0020728060863721893, -0.17845562900860734, -0.15805030365082712, -0.07371507436608456, -0.02207023570656628, 0.04176135561626326, -0.1279525280562284, -0.11671223088943332, 0.03533502096870407, 0.12212992981923236, 0.10196577729224647, 0.13036491602695305, 0.06636336451316213, -0.008792399572254672, -0.052056141004436604, 0.04908549070483954, 0.05560167971636676, 0.022109900913180436, 0.2685794881076934, 0.1310853421102686, -0.005963673933354152, -0.05790802818000993, -0.009283614525936295, 0.04414461242785056, -0.06041354963835829, -0.013858775786323163, -0.02683096467858464, 0.05742439471955385, -0.006859630472495872, 0.005571996214353898, -0.03866478042823435, 0.007869084477946087, 0.04278870486234178, -0.026568079416918765, -0.003677587338419734, -0.06100045046040957, -0.05553363368583446, 0.028757388989208203, -0.0069684727714642986, -0.00427399574649851, 0.011104043166125828, -0.012657578502044067, 0.005384957762467049, 0.04557581950332414, -0.007729644351426257, 0.03015581291768542, 0.012015170571776895]"
NCT00719472,completed,,1,phase 3,"[""non-hodgkin's lymphoma""]","[""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']""]","['rituximab', 'chop (cyclophosphamide, hydroxydaunorubicin [doxorubicin], oncovin [vincristine], prednisone)', 'cvp (cyclophosphamide, vincristine, prednisone)', 'analgesic/antipyretic and antihistamine drugs']","['ClCCN(CCCl)P1(=O)NCCCO1', 'CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1', 'CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1', 'OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O']","[0.06962019948497894, -0.053144165624081155, -0.00549965304424316, 0.01976661042821292, -0.06406284501424245, 0.017761742917668497, -0.01873730502134281, -0.03287342863146207, 0.014924906965875857, -0.05954042693484289, 0.04109364550772646, -0.028878758294628194, 0.03187389879401519, -0.07668386393941147, 0.05809911463587101, -0.07106950529981064, -0.091625939304731, 0.02879010216275909, -0.0018702908264042, 0.016211526468266978, 0.06765678557792694, -0.05469403184462505, 0.04541222522803687, -0.020694593684444627, -0.016881236087039824, 0.04086660348669291, 0.045221254990927044, 0.025046007979731943, -0.038390847276934724, -0.04991170199380486, -0.001585411579290643, -0.050175989383439056, -0.10359044970988104, -0.010091067669509334, -0.013891130941688881, -0.03278063236905668, 0.11751984093635244, -0.008391318550182412, -0.014162994669548137, -0.04344890796783078, 0.03470116714925632, 0.01357532047346063, -0.07601482673071276, -0.050824553436633245, 0.01613714806868418, -0.009550047310854026, -0.017641577760663458, 0.01649367068490871, 0.023823659246721942, 0.028101482661086023]"
NCT00719797,completed,,1,phase 3,['colorectal cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['fluorouracil', 'irinotecan hydrochloride', 'leucovorin calcium', 'oxaliplatin']","['[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1', 'CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12', 'NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1', '[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1']","[0.29730946204979175, 0.05228395837924458, -0.2329200805443242, -0.09546884950163113, 0.20251835331752138, -0.05612564626340426, 0.029833877548630584, -0.014619645293720368, -0.01966881391504134, 0.10043963085647745, -0.06451469617499132, -0.02284867751382837, 0.010184302633159411, -0.09045995840629448, -0.01994186998939928, 0.009085446448729502, 0.046314776331308996, -0.012822159168226845, -0.030464562215595715, -0.0031203092339728176, -0.030523402046449693, 0.0028049317283956763, 0.05311644789998206, 0.08098185116791315, -0.07440798904278854, -0.036512510349363106, -0.02745182712784852, 0.022195179808581444, 0.00618902556416529, -0.07336477216116202, 0.05957935167783503, 0.021073807589423416, 0.060748930483679575, -0.07595954286348267, -0.12058927369993841, -0.007290074608602065, -0.0049663537069326285, -0.05129220790417392, -0.02832354328970238, -0.07348090409816022, 0.07120217182881784, -0.026892854806469774, -0.014955602797696416, -0.010728190635950855, -0.07010813236530858, 0.023979098211199888, -0.029068931339493204, -0.0036027897026667715, 0.0643932974573766, 0.020741530780624674]"
NCT00720512,terminated,,1,phase 3,['colorectal cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['fluorouracil', 'irinotecan hydrochloride', 'leucovorin calcium', 'oxaliplatin']","['[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1', 'CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12', 'NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1', '[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1']","[0.303814912075716, 0.024555427131327516, -0.2453053246059392, -0.08729554934443809, 0.204698415398274, -0.04563641460514058, 0.02916896572905652, -0.042879784255665764, -0.02785338170924332, 0.07770897631556568, -0.05258538783950173, -0.006747288748716771, -0.011722442693527249, -0.06381531568133944, -0.014249432607458748, -0.012467578774040127, 0.05696772973499681, -0.008535235055941401, -0.02091720535584462, 0.007207913961680563, -0.02404879216586442, 0.012168640458893895, 0.04113316835726444, 0.057721195184154014, -0.0779394978411025, -0.052581143554080986, -0.04109680475152035, 0.024353089078278756, 0.004686373494614496, -0.04136013213057219, 0.024487373092929237, 0.008248523892200927, 0.029718053953994218, -0.04307865271978794, -0.10528031032281356, -0.016431619405762193, -0.01793061657685316, -0.03402005644860577, -0.006106692436334467, -0.06723952619711311, 0.07576010768478648, -0.021841293219836504, -0.0019108961114203036, -0.016796136902347984, -0.08947141896070013, 0.04396303471216347, -0.014987574611311633, -0.003211238565475915, 0.06143092490751473, 0.025029689048909065]"
