,studyid,trialOutcome,trialOutcome_label
6446,NCT00358696,"Completed, Positive outcome/primary endpoint(s) met",1
6447,NCT00358722,"Terminated, Poor enrollment",0
6458,NCT00359229,"Completed, Positive outcome/primary endpoint(s) met",1
6462,NCT00359424,"Terminated, Lack of efficacy",0
6470,NCT00359788,"Completed, Positive outcome/primary endpoint(s) met",1
6472,NCT00359840,"Completed, Positive outcome/primary endpoint(s) met",1
6478,NCT00360230,"Completed, Positive outcome/primary endpoint(s) met",1
6481,NCT00360295,"Completed, Positive outcome/primary endpoint(s) met",1
6484,NCT00360360,"Completed, Positive outcome/primary endpoint(s) met",1
6486,NCT00360464,"Completed, Positive outcome/primary endpoint(s) met",1
6492,NCT00360698,"Completed, Positive outcome/primary endpoint(s) met",1
6495,NCT00360854,"Completed, Positive outcome/primary endpoint(s) met",1
6497,NCT00360906,"Completed, Negative outcome/primary endpoint(s) not met",0
6511,NCT00361439,"Terminated, Poor enrollment",0
6517,NCT00361738,"Completed, Positive outcome/primary endpoint(s) met",1
6518,NCT00361842,"Completed, Positive outcome/primary endpoint(s) met",1
6519,NCT00361868,"Terminated, Poor enrollment",0
6525,NCT00362037,"Completed, Positive outcome/primary endpoint(s) met",1
6532,NCT00362323,"Completed, Positive outcome/primary endpoint(s) met",1
6533,NCT00362336,"Completed, Positive outcome/primary endpoint(s) met",1
6534,NCT00362388,"Terminated, Poor enrollment",0
6535,NCT00362414,"Completed, Positive outcome/primary endpoint(s) met",1
6536,NCT00362427,"Completed, Positive outcome/primary endpoint(s) met",1
6540,NCT00362648,"Completed, Positive outcome/primary endpoint(s) met",1
6542,NCT00362687,"Terminated, Poor enrollment",0
6549,NCT00362947,"Completed, Positive outcome/primary endpoint(s) met",1
6551,NCT00363129,"Completed, Negative outcome/primary endpoint(s) not met",0
6556,NCT00363285,"Completed, Positive outcome/primary endpoint(s) met",1
6558,NCT00363311,"Completed, Positive outcome/primary endpoint(s) met",1
6560,NCT00363376,"Completed, Positive outcome/primary endpoint(s) met",1
6566,NCT00363610,"Terminated, Lack of efficacy",0
6578,NCT00363870,"Completed, Positive outcome/primary endpoint(s) met",1
6584,NCT00363974,"Completed, Positive outcome/primary endpoint(s) met",1
6587,NCT00364143,"Completed, Positive outcome/primary endpoint(s) met",1
6588,NCT00364182,"Completed, Positive outcome/primary endpoint(s) met",1
6589,NCT00364247,"Completed, Positive outcome/primary endpoint(s) met",1
6594,NCT00364533,"Terminated, Poor enrollment",0
6595,NCT00364546,"Completed, Positive outcome/primary endpoint(s) met",1
6607,NCT00365248,"Terminated, Poor enrollment",0
6608,NCT00365261,"Completed, Negative outcome/primary endpoint(s) not met",0
6611,NCT00365326,"Completed, Positive outcome/primary endpoint(s) met",1
6619,NCT00365612,"Completed, Positive outcome/primary endpoint(s) met",1
6622,NCT00365846,"Completed, Positive outcome/primary endpoint(s) met",1
6624,NCT00365872,"Completed, Positive outcome/primary endpoint(s) met",1
6627,NCT00365976,"Completed, Positive outcome/primary endpoint(s) met",1
6628,NCT00366002,"Completed, Positive outcome/primary endpoint(s) met",1
6631,NCT00366119,"Completed, Negative outcome/primary endpoint(s) not met",0
6632,NCT00366145,"Completed, Positive outcome/primary endpoint(s) met",1
6634,NCT00366301,"Completed, Negative outcome/primary endpoint(s) not met",0
6636,NCT00366340,"Completed, Positive outcome/primary endpoint(s) met",1
6637,NCT00366379,"Completed, Positive outcome/primary endpoint(s) met",1
6638,NCT00366431,"Terminated, Lack of efficacy",0
6640,NCT00366548,"Completed, Positive outcome/primary endpoint(s) met",1
6641,NCT00366678,"Completed, Positive outcome/primary endpoint(s) met",1
6644,NCT00366899,"Completed, Positive outcome/primary endpoint(s) met",1
6664,NCT00367770,"Completed, Positive outcome/primary endpoint(s) met",1
6665,NCT00367783,"Completed, Negative outcome/primary endpoint(s) not met",0
6666,NCT00367835,"Completed, Positive outcome/primary endpoint(s) met",1
6667,NCT00367861,"Completed, Negative outcome/primary endpoint(s) not met",0
6678,NCT00368303,"Completed, Positive outcome/primary endpoint(s) met",1
6683,NCT00368537,"Completed, Positive outcome/primary endpoint(s) met",1
6692,NCT00368966,"Completed, Positive outcome/primary endpoint(s) met",1
6695,NCT00369018,"Completed, Positive outcome/primary endpoint(s) met",1
6696,NCT00369031,"Terminated, Safety/adverse effects",0
6697,NCT00369070,"Completed, Negative outcome/primary endpoint(s) not met",0
6698,NCT00369161,"Completed, Positive outcome/primary endpoint(s) met",1
6701,NCT00369239,"Completed, Positive outcome/primary endpoint(s) met",1
6704,NCT00369291,"Terminated, Poor enrollment",0
6707,NCT00369395,"Terminated, Lack of efficacy",0
6709,NCT00369447,"Terminated, Poor enrollment",0
6715,NCT00369603,"Terminated, Poor enrollment",0
6717,NCT00369655,"Terminated, Lack of efficacy",0
6720,NCT00369824,"Completed, Positive outcome/primary endpoint(s) met",1
6727,NCT00370032,"Completed, Negative outcome/primary endpoint(s) not met",0
6728,NCT00370045,"Completed, Positive outcome/primary endpoint(s) met",1
6730,NCT00370149,"Terminated, Lack of efficacy",0
6731,NCT00370227,"Completed, Positive outcome/primary endpoint(s) met",1
6732,NCT00370240,"Completed, Negative outcome/primary endpoint(s) not met",0
6734,NCT00370318,"Completed, Positive outcome/primary endpoint(s) met",1
6739,NCT00370682,"Completed, Positive outcome/primary endpoint(s) met",1
6741,NCT00370838,"Completed, Positive outcome/primary endpoint(s) met",1
6742,NCT00370864,"Completed, Positive outcome/primary endpoint(s) met",1
6743,NCT00370890,"Completed, Negative outcome/primary endpoint(s) not met",0
6745,NCT00371059,"Completed, Negative outcome/primary endpoint(s) not met",0
6748,NCT00371189,"Completed, Positive outcome/primary endpoint(s) met",1
6749,NCT00371215,"Completed, Positive outcome/primary endpoint(s) met",1
6752,NCT00371371,"Completed, Negative outcome/primary endpoint(s) not met",0
6754,NCT00371501,"Completed, Positive outcome/primary endpoint(s) met",1
6755,NCT00371553,"Completed, Positive outcome/primary endpoint(s) met",1
6759,NCT00371761,"Terminated, Poor enrollment",0
6763,NCT00371956,"Completed, Positive outcome/primary endpoint(s) met",1
6767,NCT00372099,"Completed, Positive outcome/primary endpoint(s) met",1
6770,NCT00372229,"Completed, Positive outcome/primary endpoint(s) met",1
6771,NCT00372255,"Completed, Positive outcome/primary endpoint(s) met",1
6776,NCT00372489,"Completed, Early positive outcome",1
6784,NCT00372710,"Terminated, Poor enrollment",0
6790,NCT00372827,"Completed, Negative outcome/primary endpoint(s) not met",0
6800,NCT00373360,"Completed, Positive outcome/primary endpoint(s) met",1
6803,NCT00373451,"Completed, Negative outcome/primary endpoint(s) not met",0
6806,NCT00373542,"Completed, Negative outcome/primary endpoint(s) not met",0
6807,NCT00373672,"Completed, Negative outcome/primary endpoint(s) not met",0
6808,NCT00373685,"Completed, Positive outcome/primary endpoint(s) met",1
6812,NCT00373958,"Completed, Positive outcome/primary endpoint(s) met",1
6819,NCT00374309,"Completed, Positive outcome/primary endpoint(s) met",1
6821,NCT00374543,"Terminated, Poor enrollment",0
6822,NCT00374634,"Completed, Positive outcome/primary endpoint(s) met",1
6823,NCT00374647,"Completed, Positive outcome/primary endpoint(s) met",1
6826,NCT00374803,"Completed, Positive outcome/primary endpoint(s) met",1
6836,NCT00375284,"Completed, Positive outcome/primary endpoint(s) met",1
6843,NCT00375505,"Completed, Positive outcome/primary endpoint(s) met",1
6846,NCT00375674,"Completed, Positive outcome/primary endpoint(s) met",1
6847,NCT00375752,"Terminated, Poor enrollment",0
6849,NCT00375817,"Completed, Positive outcome/primary endpoint(s) met",1
6851,NCT00376064,"Terminated, Poor enrollment",0
6853,NCT00376129,"Completed, Positive outcome/primary endpoint(s) met",1
6862,NCT00376402,"Completed, Positive outcome/primary endpoint(s) met",1
6872,NCT00376779,"Completed, Negative outcome/primary endpoint(s) not met",0
6886,NCT00377247,"Terminated, Poor enrollment",0
6888,NCT00377429,"Completed, Positive outcome/primary endpoint(s) met",1
6894,NCT00377572,"Completed, Positive outcome/primary endpoint(s) met",1
6901,NCT00377858,"Completed, Negative outcome/primary endpoint(s) not met",0
6904,NCT00378092,"Completed, Positive outcome/primary endpoint(s) met",1
6906,NCT00378144,"Completed, Positive outcome/primary endpoint(s) met",1
6907,NCT00378183,"Completed, Positive outcome/primary endpoint(s) met",1
6914,NCT00378352,"Completed, Negative outcome/primary endpoint(s) not met",0
6917,NCT00378560,"Completed, Positive outcome/primary endpoint(s) met",1
6921,NCT00378703,"Completed, Positive outcome/primary endpoint(s) met",1
6927,NCT00379028,"Completed, Positive outcome/primary endpoint(s) met",1
6936,NCT00379405,"Completed, Positive outcome/primary endpoint(s) met",1
6945,NCT00379860,"Terminated, Lack of efficacy",0
6946,NCT00379899,"Completed, Negative outcome/primary endpoint(s) not met",0
6952,NCT00380302,"Completed, Negative outcome/primary endpoint(s) not met",0
6955,NCT00380393,"Completed, Positive outcome/primary endpoint(s) met",1
6958,NCT00380692,"Completed, Positive outcome/primary endpoint(s) met",1
6961,NCT00380770,"Completed, Positive outcome/primary endpoint(s) met",1
6966,NCT00380874,"Terminated, Lack of efficacy",0
6967,NCT00381004,"Completed, Positive outcome/primary endpoint(s) met",1
6970,NCT00381043,"Completed, Negative outcome/primary endpoint(s) not met",0
6971,NCT00381095,"Terminated, Poor enrollment",0
6975,NCT00381212,"Completed, Positive outcome/primary endpoint(s) met",1
6982,NCT00381615,"Completed, Positive outcome/primary endpoint(s) met",1
6986,NCT00381680,"Completed, Positive outcome/primary endpoint(s) met",1
6992,NCT00381836,"Terminated, Safety/adverse effects",0
6995,NCT00382018,"Completed, Negative outcome/primary endpoint(s) not met",0
6996,NCT00382031,"Completed, Negative outcome/primary endpoint(s) not met",0
6997,NCT00382070,"Completed, Negative outcome/primary endpoint(s) not met",0
7000,NCT00382187,"Completed, Positive outcome/primary endpoint(s) met",1
7001,NCT00382226,"Completed, Positive outcome/primary endpoint(s) met",1
7014,NCT00383097,"Terminated, Poor enrollment",0
7015,NCT00383123,"Completed, Positive outcome/primary endpoint(s) met",1
7027,NCT00383513,"Completed, Positive outcome/primary endpoint(s) met",1
7028,NCT00383539,"Completed, Positive outcome/primary endpoint(s) met",1
7033,NCT00383630,"Terminated, Poor enrollment",0
7035,NCT00383669,"Terminated, Safety/adverse effects",0
7039,NCT00383799,"Terminated, Poor enrollment",0
7041,NCT00383903,"Completed, Positive outcome/primary endpoint(s) met",1
7045,NCT00384059,"Completed, Positive outcome/primary endpoint(s) met",1
7047,NCT00384085,"Completed, Positive outcome/primary endpoint(s) met",1
7049,NCT00384137,"Completed, Positive outcome/primary endpoint(s) met",1
7053,NCT00384202,"Completed, Positive outcome/primary endpoint(s) met",1
7056,NCT00384332,"Completed, Positive outcome/primary endpoint(s) met",1
7057,NCT00384358,"Completed, Negative outcome/primary endpoint(s) not met",0
7060,NCT00384397,"Completed, Positive outcome/primary endpoint(s) met",1
7061,NCT00384436,"Completed, Negative outcome/primary endpoint(s) not met",0
7065,NCT00384579,"Terminated, Poor enrollment",0
7071,NCT00384826,"Completed, Positive outcome/primary endpoint(s) met",1
7075,NCT00384891,"Terminated, Poor enrollment",0
7080,NCT00385047,"Completed, Positive outcome/primary endpoint(s) met",1
7084,NCT00385255,"Completed, Positive outcome/primary endpoint(s) met",1
7088,NCT00385411,"Completed, Positive outcome/primary endpoint(s) met",1
7091,NCT00385502,"Completed, Negative outcome/primary endpoint(s) not met",0
7095,NCT00385567,"Terminated, Poor enrollment",0
7097,NCT00385593,"Terminated, Poor enrollment",0
7099,NCT00385671,"Completed, Positive outcome/primary endpoint(s) met",1
7100,NCT00385684,"Terminated, Poor enrollment",0
7101,NCT00385697,"Completed, Negative outcome/primary endpoint(s) not met",0
7102,NCT00385736,"Completed, Positive outcome/primary endpoint(s) met",1
7105,NCT00385827,"Terminated, Lack of efficacy",0
7106,NCT00385827,"Terminated, Safety/adverse effects",0
7113,NCT00386100,"Completed, Positive outcome/primary endpoint(s) met",1
7114,NCT00386113,"Completed, Positive outcome/primary endpoint(s) met",1
7117,NCT00386191,"Completed, Negative outcome/primary endpoint(s) not met",0
7120,NCT00386334,"Completed, Positive outcome/primary endpoint(s) met",1
7123,NCT00386425,"Completed, Positive outcome/primary endpoint(s) met",1
7125,NCT00386529,"Completed, Negative outcome/primary endpoint(s) not met",0
7132,NCT00386698,"Completed, Positive outcome/primary endpoint(s) met",1
7134,NCT00386828,"Completed, Negative outcome/primary endpoint(s) not met",0
7141,NCT00387153,"Terminated, Safety/adverse effects",0
7142,NCT00387192,"Terminated, Poor enrollment",0
7143,NCT00387309,"Completed, Negative outcome/primary endpoint(s) not met",0
7151,NCT00387569,"Completed, Positive outcome/primary endpoint(s) met",1
7153,NCT00387634,"Completed, Positive outcome/primary endpoint(s) met",1
7156,NCT00387686,"Terminated, Lack of efficacy",0
7165,NCT00387894,"Terminated, Poor enrollment",0
7183,NCT00388661,"Completed, Negative outcome/primary endpoint(s) not met",0
7189,NCT00388882,"Completed, Positive outcome/primary endpoint(s) met",1
7201,NCT00389363,"Completed, Positive outcome/primary endpoint(s) met",1
7202,NCT00389402,"Completed, Positive outcome/primary endpoint(s) met",1
7209,NCT00389545,"Terminated, Lack of efficacy",0
7222,NCT00390078,"Completed, Positive outcome/primary endpoint(s) met",1
7231,NCT00390325,"Terminated, Poor enrollment",0
7235,NCT00390455,"Terminated, Lack of efficacy",0
7241,NCT00390767,"Completed, Positive outcome/primary endpoint(s) met",1
7245,NCT00390910,"Completed, Positive outcome/primary endpoint(s) met",1
7249,NCT00391027,"Completed, Positive outcome/primary endpoint(s) met",1
7250,NCT00391053,"Completed, Positive outcome/primary endpoint(s) met",1
7253,NCT00391092,"Completed, Negative outcome/primary endpoint(s) not met",0
7264,NCT00391521,"Completed, Positive outcome/primary endpoint(s) met",1
7271,NCT00391755,"Terminated, Poor enrollment",0
7273,NCT00391846,"Completed, Negative outcome/primary endpoint(s) not met",0
7275,NCT00391898,"Completed, Positive outcome/primary endpoint(s) met",1
7279,NCT00392002,"Completed, Positive outcome/primary endpoint(s) met",1
7280,NCT00392015,"Completed, Negative outcome/primary endpoint(s) not met",0
7282,NCT00392171,"Completed, Positive outcome/primary endpoint(s) met",1
7292,NCT00392509,"Completed, Positive outcome/primary endpoint(s) met",1
7294,NCT00392587,"Completed, Positive outcome/primary endpoint(s) met",1
7300,NCT00392808,"Completed, Positive outcome/primary endpoint(s) met",1
7309,NCT00393198,"Completed, Positive outcome/primary endpoint(s) met",1
7311,NCT00393380,"Terminated, Lack of efficacy",0
7312,NCT00393380,"Terminated, Safety/adverse effects",0
7313,NCT00393393,"Completed, Positive outcome/primary endpoint(s) met",1
7315,NCT00393484,"Completed, Positive outcome/primary endpoint(s) met",1
7316,NCT00393523,"Completed, Positive outcome/primary endpoint(s) met",1
7319,NCT00393705,"Completed, Positive outcome/primary endpoint(s) met",1
7322,NCT00393770,"Completed, Positive outcome/primary endpoint(s) met",1
7324,NCT00393809,"Completed, Positive outcome/primary endpoint(s) met",1
7327,NCT00393861,"Completed, Negative outcome/primary endpoint(s) not met",0
7339,NCT00394277,"Completed, Negative outcome/primary endpoint(s) not met",0
7342,NCT00394485,"Terminated, Poor enrollment",0
7347,NCT00394654,"Completed, Negative outcome/primary endpoint(s) not met",0
7353,NCT00394823,"Completed, Negative outcome/primary endpoint(s) not met",0
7357,NCT00394953,"Completed, Positive outcome/primary endpoint(s) met",1
7366,NCT00395200,"Completed, Positive outcome/primary endpoint(s) met",1
7375,NCT00395720,"Completed, Positive outcome/primary endpoint(s) met",1
7381,NCT00396058,"Terminated, Poor enrollment",0
7383,NCT00396097,"Completed, Negative outcome/primary endpoint(s) not met",0
7384,NCT00396162,"Completed, Negative outcome/primary endpoint(s) not met",0
